sab,onsettime,autofile_i,ppid,cogload,trialn,RT,disengaged,premature,maxsb,design,TLC_calc,V1,simulated_ttlc,TLC_onset,TLC_takeover,time_remaining,early,TLC_end_of_trial,censored,TLC_failure
-0.52191351,6,0,5,noload,27,4.01685340857955,1,0,0.61383915052456,balanced,6.38605011755701,2,7.116666667,7.116666667,3.09981325842045,9,4.98314659142045,-1.883333333,0,7.12
-0.52191351,6,0,6,noload,13,4.30023846249043,1,0,0.733489883,balanced,6.38605011755701,2,7.116666667,7.116666667,2.81642820450957,9,4.69976153750957,-1.883333333,0,7.12
-0.52191351,6,0,7,noload,45,5.08387592209896,1,0,0.974880643088447,balanced,6.38605011755701,2,7.116666667,7.116666667,2.03279074490104,9,3.91612407790104,-1.883333333,0,7.12
-0.52191351,6,0,1,noload,27,4.61690434282843,1,0,0.80698847394499,balanced,6.38605011755701,2,7.116666667,7.116666667,2.49976232417157,9,4.38309565717157,-1.883333333,0,7.12
-0.52191351,6,0,2,noload,9,4.93348880774411,1,0,0.851624290628328,balanced,6.38605011755701,2,7.116666667,7.116666667,2.18317785925589,9,4.06651119225589,-1.883333333,0,7.12
-0.52191351,6,0,6,noload,22,4.4835367307698,1,0,0.755370037,balanced,6.38605011755701,2,7.116666667,7.116666667,2.6331299362302,9,4.5164632692302,-1.883333333,0,7.12
-0.52191351,6,0,9,noload,20,2.60004497597259,1,0,0.482215307008194,balanced,6.38605011755701,2,7.116666667,7.116666667,4.51662169102741,9,6.39995502402741,-1.883333333,0,7.12
-0.52191351,6,0,5,noload,16,4.15030724198812,1,0,0.624605438,balanced,6.38605011755701,2,7.116666667,7.116666667,2.96635942501188,9,4.84969275801188,-1.883333333,0,7.12
-0.52191351,6,0,8,noload,41,4.18324634986368,1,0,0.814480912987266,balanced,6.38605011755701,2,7.116666667,7.116666667,2.93342031713632,9,4.81675365013632,-1.883333333,0,7.12
-0.52191351,6,0,3,noload,22,4.31741748295508,1,0,0.696196418861498,balanced,6.38605011755701,2,7.116666667,7.116666667,2.79924918404492,9,4.68258251704492,-1.883333333,0,7.12
-0.52191351,6,0,8,noload,8,4.21657887826035,1,0,0.796185832,balanced,6.38605011755701,2,7.116666667,7.116666667,2.90008778873965,9,4.78342112173965,-1.883333333,0,7.12
-0.52191351,6,0,2,noload,5,4.80015279798096,1,0,0.968068062387705,balanced,6.38605011755701,2,7.116666667,7.116666667,2.31651386901904,9,4.19984720201904,-1.883333333,0,7.12
-0.52191351,6,0,2,noload,3,4.41690244,1,0,0.731381602,balanced,6.38605011755701,2,7.116666667,7.116666667,2.699764227,9,4.58309756,-1.883333333,0,7.12
-0.52191351,6,0,4,noload,26,4.58373562911334,1,0,0.744771974,balanced,6.38605011755701,2,7.116666667,7.116666667,2.53293103788666,9,4.41626437088666,-1.883333333,0,7.12
-0.52191351,6,0,3,noload,20,4.48380568940263,1,0,0.75188159,balanced,6.38605011755701,2,7.116666667,7.116666667,2.63286097759737,9,4.51619431059737,-1.883333333,0,7.12
-0.52191351,6,0,2,noload,28,4.85012486148719,1,0,0.875717904808057,balanced,6.38605011755701,2,7.116666667,7.116666667,2.26654180551281,9,4.14987513851281,-1.883333333,0,7.12
-0.52191351,6,0,10,noload,44,5.51690980641695,1,0,1.20316178314467,balanced,6.38605011755701,2,7.116666667,7.116666667,1.59975686058305,9,3.48309019358305,-1.883333333,0,7.12
-0.52191351,6,0,7,noload,14,4.16708051323008,1,0,0.788265865,balanced,6.38605011755701,2,7.116666667,7.116666667,2.94958615376992,9,4.83291948676992,-1.883333333,0,7.12
-0.52191351,6,0,9,noload,28,4.48360791818595,1,0,0.78640014,balanced,6.38605011755701,2,7.116666667,7.116666667,2.63305874881405,9,4.51639208181405,-1.883333333,0,7.12
-0.52191351,6,0,7,noload,23,4.28305595652284,1,0,0.74999453,balanced,6.38605011755701,2,7.116666667,7.116666667,2.83361071047716,9,4.71694404347716,-1.883333333,0,7.12
-0.52191351,6,0,11,noload,0,5.15042311358715,1,0,1.067235351,balanced,6.38605011755701,2,7.116666667,7.116666667,1.96624355341285,9,3.84957688641285,-1.883333333,0,7.12
-1.19868047,6,0,12,noload,40,2.83380020477944,1,0,0.744854736314978,balanced,4.21385781340179,1,4.683333333,4.683333333,1.84953312822056,9,6.16619979522056,-4.316666667,0,4.68
